description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Stack of 79 gsr + 1 id scroll -> Stack of 10 glr + Stack of 49 gsr + 1 id scroll	1			0	18	70	79		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=49"																													isc																													0
Stack of 80 gsr + 1 id scroll -> Stack of 10 glr + Stack of 50 gsr + 1 id scroll	1			0	18	70	80		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=50"																													isc																													0
Stack of 81 gsr + 1 id scroll -> Stack of 10 glr + Stack of 51 gsr + 1 id scroll	1			0	18	70	81		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=51"																													isc																													0
Stack of 82 gsr + 1 id scroll -> Stack of 10 glr + Stack of 52 gsr + 1 id scroll	1			0	18	70	82		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=52"																													isc																													0
Stack of 83 gsr + 1 id scroll -> Stack of 10 glr + Stack of 53 gsr + 1 id scroll	1			0	18	70	83		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=53"																													isc																													0
Stack of 84 gsr + 1 id scroll -> Stack of 10 glr + Stack of 54 gsr + 1 id scroll	1			0	18	70	84		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=54"																													isc																													0
Stack of 85 gsr + 1 id scroll -> Stack of 10 glr + Stack of 55 gsr + 1 id scroll	1			0	18	70	85		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=55"																													isc																													0
Stack of 86 gsr + 1 id scroll -> Stack of 10 glr + Stack of 56 gsr + 1 id scroll	1			0	18	70	86		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=56"																													isc																													0
Stack of 87 gsr + 1 id scroll -> Stack of 10 glr + Stack of 57 gsr + 1 id scroll	1			0	18	70	87		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=57"																													isc																													0
Stack of 88 gsr + 1 id scroll -> Stack of 10 glr + Stack of 58 gsr + 1 id scroll	1			0	18	70	88		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=58"																													isc																													0
Stack of 89 gsr + 1 id scroll -> Stack of 10 glr + Stack of 59 gsr + 1 id scroll	1			0	18	70	89		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=59"																													isc																													0
Stack of 90 gsr + 1 id scroll -> Stack of 10 glr + Stack of 60 gsr + 1 id scroll	1			0	18	70	90		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=60"																													isc																													0
Stack of 91 gsr + 1 id scroll -> Stack of 10 glr + Stack of 61 gsr + 1 id scroll	1			0	18	70	91		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=61"																													isc																													0
Stack of 92 gsr + 1 id scroll -> Stack of 10 glr + Stack of 62 gsr + 1 id scroll	1			0	18	70	92		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=62"																													isc																													0
Stack of 93 gsr + 1 id scroll -> Stack of 10 glr + Stack of 63 gsr + 1 id scroll	1			0	18	70	93		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=63"																													isc																													0
Stack of 94 gsr + 1 id scroll -> Stack of 10 glr + Stack of 64 gsr + 1 id scroll	1			0	18	70	94		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=64"																													isc																													0
Stack of 95 gsr + 1 id scroll -> Stack of 10 glr + Stack of 65 gsr + 1 id scroll	1			0	18	70	95		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=65"																													isc																													0
Stack of 96 gsr + 1 id scroll -> Stack of 10 glr + Stack of 66 gsr + 1 id scroll	1			0	18	70	96		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=66"																													isc																													0
Stack of 97 gsr + 1 id scroll -> Stack of 10 glr + Stack of 67 gsr + 1 id scroll	1			0	18	70	97		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=67"																													isc																													0
Stack of 98 gsr + 1 id scroll -> Stack of 10 glr + Stack of 68 gsr + 1 id scroll	1			0	18	70	98		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=68"																													isc																													0
Stack of 99 gsr + 1 id scroll -> Stack of 10 glr + Stack of 69 gsr + 1 id scroll	1			0	18	70	99		2	zsr	isc						"zlr,qty=10"																													"zsr,qty=69"																													isc																													0
Stack of 30 glr + 1 id scroll -> Stack of 10 gpr + Stack of 0 glr + 1 id scroll	1			0	18	70	30		2	zlr	isc						"zpr,qty=10"																																																										isc																													0
Stack of 31 glr + 1 id scroll -> Stack of 10 gpr + Stack of 1 glr + 1 id scroll	1			0	18	70	31		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=1"																													isc																													0
Stack of 32 glr + 1 id scroll -> Stack of 10 gpr + Stack of 2 glr + 1 id scroll	1			0	18	70	32		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=2"																													isc																													0
Stack of 33 glr + 1 id scroll -> Stack of 10 gpr + Stack of 3 glr + 1 id scroll	1			0	18	70	33		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=3"																													isc																													0
Stack of 34 glr + 1 id scroll -> Stack of 10 gpr + Stack of 4 glr + 1 id scroll	1			0	18	70	34		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=4"																													isc																													0
Stack of 35 glr + 1 id scroll -> Stack of 10 gpr + Stack of 5 glr + 1 id scroll	1			0	18	70	35		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=5"																													isc																													0
Stack of 36 glr + 1 id scroll -> Stack of 10 gpr + Stack of 6 glr + 1 id scroll	1			0	18	70	36		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=6"																													isc																													0
Stack of 37 glr + 1 id scroll -> Stack of 10 gpr + Stack of 7 glr + 1 id scroll	1			0	18	70	37		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=7"																													isc																													0
Stack of 38 glr + 1 id scroll -> Stack of 10 gpr + Stack of 8 glr + 1 id scroll	1			0	18	70	38		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=8"																													isc																													0
Stack of 39 glr + 1 id scroll -> Stack of 10 gpr + Stack of 9 glr + 1 id scroll	1			0	18	70	39		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=9"																													isc																													0
Stack of 40 glr + 1 id scroll -> Stack of 10 gpr + Stack of 10 glr + 1 id scroll	1			0	18	70	40		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=10"																													isc																													0
Stack of 41 glr + 1 id scroll -> Stack of 10 gpr + Stack of 11 glr + 1 id scroll	1			0	18	70	41		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=11"																													isc																													0
Stack of 42 glr + 1 id scroll -> Stack of 10 gpr + Stack of 12 glr + 1 id scroll	1			0	18	70	42		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=12"																													isc																													0
Stack of 43 glr + 1 id scroll -> Stack of 10 gpr + Stack of 13 glr + 1 id scroll	1			0	18	70	43		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=13"																													isc																													0
Stack of 44 glr + 1 id scroll -> Stack of 10 gpr + Stack of 14 glr + 1 id scroll	1			0	18	70	44		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=14"																													isc																													0
Stack of 45 glr + 1 id scroll -> Stack of 10 gpr + Stack of 15 glr + 1 id scroll	1			0	18	70	45		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=15"																													isc																													0
Stack of 46 glr + 1 id scroll -> Stack of 10 gpr + Stack of 16 glr + 1 id scroll	1			0	18	70	46		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=16"																													isc																													0
Stack of 47 glr + 1 id scroll -> Stack of 10 gpr + Stack of 17 glr + 1 id scroll	1			0	18	70	47		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=17"																													isc																													0
Stack of 48 glr + 1 id scroll -> Stack of 10 gpr + Stack of 18 glr + 1 id scroll	1			0	18	70	48		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=18"																													isc																													0
Stack of 49 glr + 1 id scroll -> Stack of 10 gpr + Stack of 19 glr + 1 id scroll	1			0	18	70	49		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=19"																													isc																													0
Stack of 50 glr + 1 id scroll -> Stack of 10 gpr + Stack of 20 glr + 1 id scroll	1			0	18	70	50		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=20"																													isc																													0
Stack of 51 glr + 1 id scroll -> Stack of 10 gpr + Stack of 21 glr + 1 id scroll	1			0	18	70	51		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=21"																													isc																													0
Stack of 52 glr + 1 id scroll -> Stack of 10 gpr + Stack of 22 glr + 1 id scroll	1			0	18	70	52		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=22"																													isc																													0
Stack of 53 glr + 1 id scroll -> Stack of 10 gpr + Stack of 23 glr + 1 id scroll	1			0	18	70	53		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=23"																													isc																													0
Stack of 54 glr + 1 id scroll -> Stack of 10 gpr + Stack of 24 glr + 1 id scroll	1			0	18	70	54		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=24"																													isc																													0
Stack of 55 glr + 1 id scroll -> Stack of 10 gpr + Stack of 25 glr + 1 id scroll	1			0	18	70	55		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=25"																													isc																													0
Stack of 56 glr + 1 id scroll -> Stack of 10 gpr + Stack of 26 glr + 1 id scroll	1			0	18	70	56		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=26"																													isc																													0
Stack of 57 glr + 1 id scroll -> Stack of 10 gpr + Stack of 27 glr + 1 id scroll	1			0	18	70	57		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=27"																													isc																													0
Stack of 58 glr + 1 id scroll -> Stack of 10 gpr + Stack of 28 glr + 1 id scroll	1			0	18	70	58		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=28"																													isc																													0
Stack of 59 glr + 1 id scroll -> Stack of 10 gpr + Stack of 29 glr + 1 id scroll	1			0	18	70	59		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=29"																													isc																													0
Stack of 60 glr + 1 id scroll -> Stack of 10 gpr + Stack of 30 glr + 1 id scroll	1			0	18	70	60		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=30"																													isc																													0
Stack of 61 glr + 1 id scroll -> Stack of 10 gpr + Stack of 31 glr + 1 id scroll	1			0	18	70	61		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=31"																													isc																													0
Stack of 62 glr + 1 id scroll -> Stack of 10 gpr + Stack of 32 glr + 1 id scroll	1			0	18	70	62		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=32"																													isc																													0
Stack of 63 glr + 1 id scroll -> Stack of 10 gpr + Stack of 33 glr + 1 id scroll	1			0	18	70	63		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=33"																													isc																													0
Stack of 64 glr + 1 id scroll -> Stack of 10 gpr + Stack of 34 glr + 1 id scroll	1			0	18	70	64		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=34"																													isc																													0
Stack of 65 glr + 1 id scroll -> Stack of 10 gpr + Stack of 35 glr + 1 id scroll	1			0	18	70	65		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=35"																													isc																													0
Stack of 66 glr + 1 id scroll -> Stack of 10 gpr + Stack of 36 glr + 1 id scroll	1			0	18	70	66		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=36"																													isc																													0
Stack of 67 glr + 1 id scroll -> Stack of 10 gpr + Stack of 37 glr + 1 id scroll	1			0	18	70	67		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=37"																													isc																													0
Stack of 68 glr + 1 id scroll -> Stack of 10 gpr + Stack of 38 glr + 1 id scroll	1			0	18	70	68		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=38"																													isc																													0
Stack of 69 glr + 1 id scroll -> Stack of 10 gpr + Stack of 39 glr + 1 id scroll	1			0	18	70	69		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=39"																													isc																													0
Stack of 70 glr + 1 id scroll -> Stack of 10 gpr + Stack of 40 glr + 1 id scroll	1			0	18	70	70		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=40"																													isc																													0
Stack of 71 glr + 1 id scroll -> Stack of 10 gpr + Stack of 41 glr + 1 id scroll	1			0	18	70	71		2	zlr	isc						"zpr,qty=10"																													"zlr,qty=41"																													isc																													0
